domain	utterance	intents
alarm	Set recurring alarm for 11:00 am every day	[IN:CREATE_ALARM]
alarm	Delete alarms today	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set an alarm for every 5 min for the next 30 min	[IN:CREATE_ALARM]
alarm	Set alarm for 5am every week day	[IN:CREATE_ALARM]
alarm	set a a alarm for 1 hour	[IN:CREATE_ALARM]
alarm	set alarm every 5 minutes for 2 hours	[IN:CREATE_ALARM]
alarm	I need a nap, please set my alarm for an hour from now	[IN:CREATE_ALARM]
alarm	Set alarm for an hour from now	[IN:CREATE_ALARM]
alarm	Cancel my alarms for the weekend	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Modify the alarm for Sunday from 8 a.m. To 7 a.m	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Alarm 6:30 a.m. each day Monday through Friday	[IN:CREATE_ALARM]
alarm	Set alarm for 8 am every week day	[IN:CREATE_ALARM]
alarm	Set my alarm for 1 hour from now	[IN:CREATE_ALARM]
alarm	set my alarm for 5:30 in the morning for the rest of this week	[IN:CREATE_ALARM]
alarm	Set an alarm for 10 minutes	[IN:CREATE_ALARM]
alarm	Set alarm every minute for 40 minutes	[IN:CREATE_ALARM]
alarm	Set alarm every minute for five minutes	[IN:CREATE_ALARM]
alarm	set an alarm in twenty minutes from now and one hour from now	[IN:CREATE_ALARM]
alarm	Start an alarm for every 2 minutes for the next 10 minutes	[IN:CREATE_ALARM]
alarm	Set an alarm for 9 PM Monday thru Friday	[IN:CREATE_ALARM]
alarm	pause my alarm after 2 minutes please	[IN:SNOOZE_ALARM]
alarm	Change my alarm time on weekdays from 5AM to 6AM	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	stop alarm for every 30 minutes	[IN:SNOOZE_ALARM]
alarm	please set an alarm, 15 minutes	[IN:CREATE_ALARM]
alarm	delete my alarms before noon every day	[IN:DELETE_ALARM]
alarm	how much time do I have left of my 20 minute alarm	[IN:GET_ALARM, IN:GET_TIME]
alarm	Can you set the alarm to wake me up on the weekends at 9:00 AM	[IN:CREATE_ALARM]
alarm	Turn off 10 hour alarm	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	set an alarm 15 minutes before my meeting at 2 pm	[IN:CREATE_ALARM]
alarm	set 2 separate alarms for tonight at 4 and 6	[IN:CREATE_ALARM]
alarm	Set my birth control alarm	[IN:CREATE_ALARM]
alarm	Reset my alarm for tomorrow, 6 AM	[IN:CREATE_ALARM]
alarm	Push back my alarm 45 minutes	[IN:UPDATE_ALARM]
alarm	Set an alarm for all weekday mornings at 6:30am	[IN:CREATE_ALARM]
alarm	Set alarm every hour for the next three hours	[IN:CREATE_ALARM]
alarm	What are my alarms for the week	[IN:GET_ALARM, IN:GET_TIME]
alarm	Wake me up in ten minutes	[IN:CREATE_ALARM]
alarm	Rename weekly alarm to Game of Thrones alarm	[IN:UPDATE_ALARM]
alarm	What time is my alarm set for next Friday	[IN:GET_ALARM, IN:GET_TIME]
alarm	set alarm in 3 minute intervals	[IN:CREATE_ALARM]
alarm	Set alarm for 7 pm every day this week	[IN:CREATE_ALARM]
alarm	set alarm for 20 minutes	[IN:CREATE_ALARM]
alarm	Set my alarm for an hour from now	[IN:CREATE_ALARM]
alarm	Please cancel my work alarms	[IN:DELETE_ALARM]
alarm	Set alarm for 6am every Wednesday and Thursday	[IN:CREATE_ALARM]
alarm	Set a nap alarm for fifteen minutes	[IN:CREATE_ALARM]
alarm	Cancel weekend alarms	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Set a afternoon alarm for 3 pm	[IN:CREATE_ALARM]
alarm	set alarm every 10 minutes for 60 minutes	[IN:CREATE_ALARM]
alarm	Set an alarm for 45 minutes from now	[IN:CREATE_ALARM]
alarm	Set my alarm so I can sleep 8 hours	[IN:CREATE_ALARM]
alarm	set a daily alarm for 3 pm	[IN:CREATE_ALARM]
alarm	I need an alarm every forty-five seconds for the next nine minutes	[IN:CREATE_ALARM]
alarm	make my alarm twenty minutes shorter	[IN:UPDATE_ALARM]
alarm	set an alarm for 20 minutes from now	[IN:CREATE_ALARM]
alarm	Set an alarm for 2 hours from now	[IN:CREATE_ALARM]
alarm	Set alarm 11 minutes from now	[IN:CREATE_ALARM]
alarm	Setup an alarm titled: Go To Bed	[IN:CREATE_ALARM]
alarm	Turn weekend alarms off	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	snooze my alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	Cancel the morning alarm for monday	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set an alarm for 6 am	[IN:CREATE_ALARM]
alarm	Set alarm every minute for 10 minutes	[IN:CREATE_ALARM]
alarm	delete all my weekend alarms	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	can you set my alarm at 9 o'clock	[IN:CREATE_ALARM]
alarm	Show all weekend alarms	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set an alarm for an hour from now	[IN:CREATE_ALARM]
alarm	Set alarm for every 2 minutes for the next hour	[IN:CREATE_ALARM]
alarm	set an alarm every hour for the next 8 hours	[IN:CREATE_ALARM]
alarm	set an alarm for 20 minutes from now	[IN:CREATE_ALARM]
alarm	Create 5 alarms that are 15 minutes apart each	[IN:CREATE_ALARM]
alarm	Set Alarm named Work	[IN:CREATE_ALARM]
alarm	SET ALARM FOR 5 PM EVERY WEDNESDAY	[IN:CREATE_ALARM]
alarm	Can you set an alarm for all week days at 9am	[IN:CREATE_ALARM]
alarm	Create a weekend alarm	[IN:CREATE_ALARM]
alarm	set the alarm for the oven to come on in 2 hours	[IN:CREATE_ALARM]
alarm	Change my morning alarm to 7 am	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Set my snooze for 2 mins	[IN:SNOOZE_ALARM]
alarm	Cancel my recurring 8 p.m. alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Add 1 and a half minutes to alarm	[IN:CREATE_ALARM]
alarm	Set my alarm for 6:00 am everyday this week	[IN:CREATE_ALARM]
alarm	set an alarm for me to wake up in an hour	[IN:CREATE_ALARM]
alarm	cancel 6am alarm for sat. and sun	[IN:DELETE_ALARM, IN:GET_TIME, IN:GET_TIME, IN:GET_TIME]
alarm	Cancel 6 A.M. alarm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Cancel all alarms for Saturday	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Change alarm for 2 minutes to 5 minutes	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	please delete all my weekend alarms	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	please set the alarm for 25 minutes from now	[IN:CREATE_ALARM]
alarm	Set alarm for 6am Mondays, Wednesdays and Fridays	[IN:CREATE_ALARM]
alarm	Set an alarm for every 12 minutes	[IN:CREATE_ALARM]
alarm	I need an alarm set for 4pm tomorrow afternoon	[IN:CREATE_ALARM]
alarm	Please make my alarm go off in 20 minutes	[IN:CREATE_ALARM]
alarm	Set alarm for 7 am tomorrow	[IN:CREATE_ALARM]
alarm	set alarm for once an hour for 6 hours	[IN:CREATE_ALARM]
alarm	set alarm for 9 am every Saturday and Sunday	[IN:CREATE_ALARM]
alarm	Make my alarm go off in an hour	[IN:CREATE_ALARM]
alarm	Change the alarm time to one hour ahead	[IN:UPDATE_ALARM]
alarm	Cancel my wake up alarm tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set an alarm for 6am	[IN:CREATE_ALARM]
alarm	Cancel work alarm tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set an alarm for 50 minutes from now	[IN:CREATE_ALARM]
alarm	Delete the alarm about going to work today	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Change alarm to 30 minutes later	[IN:UPDATE_ALARM]
alarm	set alarm for 6 pm tonight	[IN:CREATE_ALARM]
alarm	Set alarm 7 minutes from now	[IN:CREATE_ALARM]
alarm	Set my alarm to go off in 20 minutes	[IN:CREATE_ALARM]
alarm	How much time is left on my afternoon alarm	[IN:GET_ALARM]
alarm	show all alarms set for the week	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set my alarm for every 5 minutes from five to six p.m	[IN:CREATE_ALARM]
alarm	set an alarm for 3PM a week from tuesday with the label car wash	[IN:CREATE_ALARM]
alarm	Set my alarm for every 8 minutes	[IN:CREATE_ALARM]
alarm	Change my Monday through Wednesday alarm to Monday to Friday	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	set alarm for evening work out at 9	[IN:CREATE_ALARM]
alarm	Set alert for every month for one year	[IN:UNSUPPORTED_ALARM]
alarm	are any alarms set for today	[IN:GET_ALARM, IN:GET_TIME]
alarm	set an alarm for 6pm a week from today	[IN:CREATE_ALARM]
alarm	set alarm 1 for 5 am monday through friday	[IN:CREATE_ALARM]
alarm	cancel the tonight alarm	[IN:DELETE_ALARM]
alarm	set my usual alarm for 30 minutes later tomorrow morning	[IN:CREATE_ALARM]
alarm	Set alarm for 6 in the morning	[IN:CREATE_ALARM]
alarm	What time is my alarm set for on the 25th	[IN:GET_ALARM, IN:GET_TIME]
alarm	set my morning alarm for 9:30 tomorrow	[IN:CREATE_ALARM]
alarm	Have alarm go off every 5 minutes for the next 40	[IN:CREATE_ALARM]
alarm	Set an alarm for 8:45 AM every Monday and Wednesday	[IN:CREATE_ALARM]
alarm	Set an alarm for 7pm every night	[IN:CREATE_ALARM]
alarm	Set wake up alarm for 6:00 am	[IN:CREATE_ALARM]
alarm	Snooze alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	Set alarm 5 minutes before the call	[IN:CREATE_ALARM]
alarm	snooze alarm for next 15 minutes	[IN:SNOOZE_ALARM]
alarm	Set an alarm for every 5 minutes for the next hour and a half	[IN:CREATE_ALARM]
alarm	set an alarm for 5 hours	[IN:CREATE_ALARM]
alarm	Set alarm 15 hours from now	[IN:CREATE_ALARM]
alarm	Set alarm for 7 tomorrow morning	[IN:CREATE_ALARM]
alarm	set an alarm for an hour from now	[IN:CREATE_ALARM]
alarm	Set an alarm set to be out of the house for work at 8:15am Monday through Friday	[IN:CREATE_ALARM]
alarm	Set the motion-detecting alarm	[IN:UNSUPPORTED_ALARM]
alarm	snooze for 20 minutes	[IN:SNOOZE_ALARM]
alarm	Set alarm for 10 minutes for 2 hours	[IN:CREATE_ALARM]
alarm	cancel my first alarm for tomorrow	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	please set alarm for 1 hour	[IN:CREATE_ALARM]
alarm	set an alarm for 6 in the morning	[IN:CREATE_ALARM]
alarm	Set an alarm for 8 hours from now	[IN:CREATE_ALARM]
alarm	Set an alarm to go off in 10 minutes	[IN:CREATE_ALARM]
alarm	Set alarm every 30 minutes for 2 hours	[IN:CREATE_ALARM]
alarm	Wait five minutes and then set the alarm for 20 minutes	[IN:CREATE_ALARM]
alarm	Set a 7 minute alarm	[IN:CREATE_ALARM]
alarm	Set alarm for 11:30am on weekends	[IN:CREATE_ALARM]
alarm	wake me up tomorrow at six	[IN:CREATE_ALARM]
alarm	set alarm for 4 Am	[IN:CREATE_ALARM]
alarm	Cancel slow cooker alarm	[IN:DELETE_ALARM]
alarm	Please set an alarm for midnight this Friday	[IN:CREATE_ALARM]
alarm	set an alarm for every 10 minutes for the next hour	[IN:CREATE_ALARM]
alarm	set alarm for 7am	[IN:CREATE_ALARM]
alarm	Set an alarm for every Tuesday and Thursday at 7:30 am	[IN:CREATE_ALARM]
alarm	Can you set an alarm for every 30 seconds	[IN:CREATE_ALARM]
alarm	Change the alarm voice when the timer goes off	[IN:UNSUPPORTED_ALARM]
alarm	delete my alarm for 3 Pm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	set alarm for 7 pm every monday	[IN:CREATE_ALARM]
alarm	set a alarm for 6am	[IN:CREATE_ALARM]
alarm	set alarm for every 45 minutes	[IN:CREATE_ALARM]
alarm	Set my timer alarm for 7:30 am	[IN:CREATE_ALARM]
alarm	Set alarm for every 15 minutes	[IN:CREATE_ALARM]
alarm	Schedule alarms for 5am and 6am	[IN:CREATE_ALARM]
alarm	Set an alarm for when the timer ends	[IN:UNSUPPORTED_ALARM]
alarm	Make tomorrow's alarm ten minutes earlier	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Keep the alarm on so you don't oversleep	[IN:CREATE_ALARM]
alarm	Please delay the next alarm til 5:00	[IN:UPDATE_ALARM]
alarm	How much time is there left on the alarm	[IN:GET_ALARM]
alarm	change my alarm to 9:30	[IN:UPDATE_ALARM]
alarm	Set the alarm for one hour from now and again for an hour after that	[IN:CREATE_ALARM]
alarm	Create custom alarm from recording	[IN:UNSUPPORTED_ALARM]
alarm	Turn off my alarm	[IN:SILENCE_ALARM]
alarm	set a louder alarm to Wake me up at 6:15 am	[IN:CREATE_ALARM]
alarm	How much time is left on alarm	[IN:GET_ALARM]
alarm	repeat alarm in 20 mins	[IN:CREATE_ALARM]
alarm	Set an alarm and reminder for next Tuesday at 9:00 am for a conference call	[IN:CREATE_ALARM]
alarm	Alarm off 5mins from now	[IN:SILENCE_ALARM]
alarm	set a 45 minute snooze alarm	[IN:SNOOZE_ALARM]
alarm	snooze my alarm	[IN:SNOOZE_ALARM]
alarm	How much longer do I have to snooze	[IN:GET_ALARM]
alarm	Delete the alarm for 10 pm	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	wake me up in 2 hours	[IN:CREATE_ALARM]
alarm	When will the next alarm sound	[IN:GET_ALARM]
alarm	repeat alarm everyday	[IN:CREATE_ALARM]
alarm	open alarms to edit	[IN:GET_ALARM]
alarm	pause the alarm now	[IN:SNOOZE_ALARM]
alarm	please set the alarm for 10 more minutes	[IN:CREATE_ALARM]
alarm	Set an alarm to go off every minute for 5 minutes	[IN:CREATE_ALARM]
alarm	Show me time left on alarm	[IN:GET_ALARM]
alarm	add alarm for 8:55 PM tonight	[IN:CREATE_ALARM]
alarm	Cancel all alarms and reminders for June	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	add another alarm	[IN:CREATE_ALARM]
alarm	How long till alarm goes off	[IN:GET_ALARM]
alarm	Could you please set a repeating alarm for 8am on weekdays	[IN:CREATE_ALARM]
alarm	Reset alarm for 9 pm tonight	[IN:CREATE_ALARM]
alarm	Set slow cooker alarm for 2 hours	[IN:CREATE_ALARM]
alarm	Delete my alarm setting for Thursday	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn all alarms back on	[IN:CREATE_ALARM]
alarm	alarm every 3 minutes please	[IN:CREATE_ALARM]
alarm	Snooze my weekend alarm for 20min	[IN:SNOOZE_ALARM]
alarm	Set alarm for my meeting at 4:00 this afternoon	[IN:CREATE_ALARM]
alarm	add 10 seconds to the second alarm	[IN:UPDATE_ALARM]
alarm	when is my next alarm	[IN:GET_ALARM]
alarm	add alarm for 8:55 PM everyday	[IN:CREATE_ALARM]
alarm	add another alarm	[IN:CREATE_ALARM]
alarm	Set a repeating weekend alarm for 10am	[IN:CREATE_ALARM]
alarm	Turn off all of my alarms	[IN:SILENCE_ALARM]
alarm	show all active alarms	[IN:GET_ALARM]
alarm	Set an alarm for every 2 minutes	[IN:CREATE_ALARM]
alarm	sleep 15 minutes	[IN:SNOOZE_ALARM]
alarm	Set alarm for every 15 minutes	[IN:CREATE_ALARM]
alarm	How much time until my next alarm goes off	[IN:GET_ALARM]
alarm	When will my alarm go off	[IN:GET_ALARM]
alarm	when will my alarm go off	[IN:GET_ALARM]
alarm	Delay my alarm by 10 minutes	[IN:UPDATE_ALARM]
alarm	deactivate alarm only with a swipe	[IN:UNSUPPORTED_ALARM]
alarm	Alarm go off after one day	[IN:CREATE_ALARM]
alarm	time left for alarm	[IN:GET_ALARM]
alarm	don't allow snooze times on the Monday alarm	[IN:UNSUPPORTED_ALARM]
alarm	set alarm for 8 am weekends	[IN:CREATE_ALARM]
alarm	How long till my next alarm	[IN:GET_ALARM]
alarm	Saturday and Sundays have no alarms set	[IN:SILENCE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	reset alarm	[IN:SILENCE_ALARM]
alarm	Don't let my snooze alarm go off	[IN:SILENCE_ALARM]
alarm	Set a repeating alarm for 5am	[IN:CREATE_ALARM]
alarm	is the alarm set for saturday at 9 am or 9 pm	[IN:GET_ALARM, IN:GET_TIME]
alarm	What alarms are turned on for this week	[IN:GET_ALARM, IN:GET_TIME]
alarm	Resume my alarm	[IN:CREATE_ALARM]
alarm	what time is the alarm to wake up set at	[IN:GET_ALARM]
alarm	turn alarm on	[IN:CREATE_ALARM]
alarm	pause all alarms	[IN:SNOOZE_ALARM]
alarm	add 15 minutes to alarm	[IN:UPDATE_ALARM]
alarm	When will my alarm go off	[IN:GET_ALARM]
alarm	Change alarm tone to buzz	[IN:UNSUPPORTED_ALARM]
alarm	rename alarm to school	[IN:UNSUPPORTED_ALARM]
alarm	Set a snooze alarm for 15 minutes from now	[IN:CREATE_ALARM]
alarm	can you set an alarm for 5 and cancel my alarm for 4	[IN:UNSUPPORTED_ALARM]
alarm	Show all alarms for tomorrow	[IN:GET_ALARM, IN:GET_TIME]
alarm	What is the description of the task my alarm is set for	[IN:UNSUPPORTED_ALARM]
alarm	How much time until the first alarm goes off	[IN:GET_ALARM]
alarm	How much time is left before my alarm goes off	[IN:GET_ALARM]
alarm	Combine my alarms for getting eggs and flour at the store at 3 p.m	[IN:UNSUPPORTED_ALARM]
alarm	Set an alarm when the timer only has 5 minutes left	[IN:UNSUPPORTED_ALARM]
alarm	set the snooze interval on alarm for 15 minutes	[IN:SNOOZE_ALARM]
alarm	When will my alarm go off	[IN:GET_ALARM]
alarm	when is my alarm going to go off	[IN:GET_ALARM]
alarm	pause my alarm at 3pm	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Sleep alarm for 10 minutes	[IN:SNOOZE_ALARM]
alarm	Keep adding 5 more minutes every time the alarm goes off	[IN:UNSUPPORTED_ALARM]
alarm	how long to next alarm	[IN:GET_ALARM]
alarm	how much time is left on my alarm	[IN:GET_ALARM]
alarm	Set alarm every minute for 15 minutes	[IN:CREATE_ALARM]
alarm	do I have any time left on my alarm	[IN:GET_ALARM]
alarm	Name alarm wake up	[IN:CREATE_ALARM]
alarm	Remind me when its time to take medicine at 3 am - set alarm	[IN:CREATE_ALARM]
alarm	cancel my alarm	[IN:DELETE_ALARM]
alarm	Snooze alarm	[IN:SNOOZE_ALARM]
alarm	How much time is left on my current alarm	[IN:GET_ALARM]
alarm	what is the remaining time on my alarm for today	[IN:GET_ALARM, IN:GET_TIME]
alarm	Make alarm for 6 in the morning	[IN:CREATE_ALARM]
alarm	when is my next alarm	[IN:GET_ALARM]
alarm	delete all alarms for today	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	did I set my alarm for in the morning	[IN:GET_ALARM, IN:GET_TIME]
alarm	how long until alarm goes off	[IN:GET_ALARM]
alarm	How much time is left on my current alarm	[IN:GET_ALARM]
alarm	turn on the alarm	[IN:CREATE_ALARM]
alarm	what time is my alarm set for	[IN:GET_ALARM]
alarm	how many hours until my alarm goes off	[IN:GET_ALARM]
alarm	Reset all alarms for today	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	when is my next alarm	[IN:GET_ALARM]
alarm	how many alarms did I set	[IN:GET_ALARM]
alarm	Reset my alarm for 7am tomorrow	[IN:CREATE_ALARM]
alarm	List all the alarms I have set	[IN:GET_ALARM]
alarm	How much time before my alarm	[IN:GET_ALARM]
alarm	I want an alarm to go off in forty-five minutes	[IN:CREATE_ALARM]
alarm	How much time is left remaining for the alarm to snooze	[IN:GET_ALARM]
alarm	remember this time tomorrow for an alarm	[IN:CREATE_ALARM]
alarm	repeat all alarms tomorrow	[IN:CREATE_ALARM]
alarm	Set alarm to watch sunrise	[IN:CREATE_ALARM]
alarm	How much time do I have left before the alarm goes off	[IN:GET_ALARM]
alarm	Alarm for 6 to change out laundry	[IN:CREATE_ALARM]
alarm	set a repeating alarm for 7 am	[IN:CREATE_ALARM]
alarm	Turn snooze alarm off	[IN:SNOOZE_ALARM]
alarm	how long before the alarm goes off	[IN:GET_ALARM]
alarm	reset 4:30 alarm to 5	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	when does my alarm go off	[IN:GET_ALARM]
alarm	Copy alarm and move to Sunday	[IN:UPDATE_ALARM]
alarm	set alarm every Saturday at 6 am	[IN:CREATE_ALARM]
alarm	How much time remains on my alarm	[IN:GET_ALARM]
alarm	How much time do I have left before alarm	[IN:GET_ALARM]
alarm	Wake me up in 40 mintues	[IN:CREATE_ALARM]
alarm	cancel all the alarm set up	[IN:DELETE_ALARM]
alarm	Fast forward my alarm by 20 minutes	[IN:UPDATE_ALARM]
alarm	Snooze by alarm until 6:15 AM this monrning	[IN:SNOOZE_ALARM]
alarm	Set an alarm to remind me to go to the vet tomorrow	[IN:CREATE_ALARM]
alarm	Set off alarm after 10 minutes	[IN:CREATE_ALARM]
alarm	Set alarm for 2 minutes with a 30 second pause	[IN:CREATE_ALARM]
alarm	Reset the alarm	[IN:SILENCE_ALARM]
alarm	SET ALARM FOR EVERY HOUR ON THE HOUR	[IN:CREATE_ALARM]
alarm	Add snooze to Mondays alarm	[IN:SNOOZE_ALARM]
alarm	add nap alarm	[IN:UPDATE_ALARM]
alarm	Set an alarm to go off every hour on the hour	[IN:CREATE_ALARM]
alarm	Reset the alarm set for 60 minutes	[IN:UPDATE_ALARM, IN:GET_TIME]
alarm	Have alarm go off at 11 am	[IN:CREATE_ALARM]
alarm	WHAT ALARMS DO I HAVE SCHELDUED	[IN:GET_ALARM]
alarm	Set the alarm to snooze for another hour	[IN:CREATE_ALARM]
alarm	set an alarm for 5 minutes. repeat 10 times	[IN:CREATE_ALARM]
alarm	Sound alarm for 45 seconds	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	No alarm for Friday	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	Turn off Tuesdays alarm	[IN:SILENCE_ALARM]
alarm	set alarm for loud in 5 hours	[IN:CREATE_ALARM]
alarm	Set alarm every 10 minutes for an hour	[IN:CREATE_ALARM]
alarm	Reset my alarm	[IN:SILENCE_ALARM]
alarm	set alarm to remind me to leave the house on time	[IN:CREATE_ALARM]
alarm	set 4 min alarm in 3 min	[IN:CREATE_ALARM]
alarm	wake me up at 6 every weekday	[IN:CREATE_ALARM]
alarm	what is the alarm set to	[IN:CREATE_ALARM]
alarm	Cancel the alarm set for sunset	[IN:DELETE_ALARM]
alarm	reset the alarm for 8am tomorrow please	[IN:CREATE_ALARM]
alarm	delete all existing alarms	[IN:DELETE_ALARM]
alarm	add thirty minutes to my alarm	[IN:UPDATE_ALARM]
alarm	shut alarm on tues and wed	[IN:SILENCE_ALARM, IN:GET_TIME, IN:GET_TIME]
alarm	edit my alarm	[IN:UPDATE_ALARM]
alarm	hide alarm	[IN:UNSUPPORTED_ALARM]
alarm	new alarm for 6	[IN:CREATE_ALARM]
alarm	pause my alarm	[IN:SNOOZE_ALARM]
alarm	Set alarm for 8am to repeat every weekday	[IN:CREATE_ALARM]
alarm	Program alarm to go off in an hour	[IN:CREATE_ALARM]
alarm	Can you set an alarm for 2pm	[IN:CREATE_ALARM]
alarm	Turn on alarm in two hour	[IN:CREATE_ALARM]
alarm	Reset the alarm for 5 o'clock	[IN:CREATE_ALARM]
alarm	SET THE ALARM FOR A HOUR AHEAD	[IN:UPDATE_ALARM]
alarm	What alarms are currently created	[IN:GET_ALARM]
alarm	show latest alarm modes	[IN:UNSUPPORTED_ALARM]
alarm	Set a repeating alarm up every 5 mintues starting at 12:00 AM until 1:00 AM	[IN:UNSUPPORTED_ALARM]
alarm	suspend my alarm for the weekend	[IN:SILENCE_ALARM, IN:GET_TIME]
alarm	reset alarm for one hour from now	[IN:CREATE_ALARM]
alarm	Ring alarm in five minutes	[IN:CREATE_ALARM]
alarm	create an event for Saturday at noon, and set an alarm for it	[IN:CREATE_ALARM]
alarm	Delete my list of alarms	[IN:DELETE_ALARM]
alarm	set alarm to go off 10 minutes after the hour for four hours	[IN:CREATE_ALARM]
alarm	Set alarm for 1 hour	[IN:CREATE_ALARM]
alarm	Do I have any alarms set for tomorrow	[IN:GET_ALARM, IN:GET_TIME]
alarm	Set an alarm for every half hour monday	[IN:CREATE_ALARM]
alarm	delete all morning alarms and replace with one alarm to go off at 7:30 am	[IN:DELETE_ALARM, IN:GET_TIME]
alarm	Turn snoozes off for morning alarm	[IN:SILENCE_ALARM]
alarm	what time was my alarm set to yesterday	[IN:GET_ALARM, IN:GET_TIME]
alarm	Cancel my alarm settings now	[IN:DELETE_ALARM]
alarm	Bump my alarm tomorrow morning to 10am	[IN:CREATE_ALARM]
